Date,Month,Year,Season,Day_of_Week,Is_Weekend,Weather_Type,Location_City,Location_State,Country,Zone,Place_Name,Place_Type,Establishment_Year,Google_Rating,Significance,Airport_Within_50km,Weekly_Off,DSLR_Allowed,Review_Count_Lakhs,Visitors_Count,Ticket_Price,Revenue,Tourist_Type,Rating
2023-09-11,September,2023,Monsoon,Monday,No,Rainy,Deoghar,Jharkhand,India,Eastern,Baba Baidyanath Temple,Temple,Unknown,4.8,Religious,Yes,None,Yes,1.8,655,0,0,Domestic,4.8
2023-02-22,February,2023,Winter,Wednesday,No,Pleasant,Puducherry,Puducherry,India,Southern,Promenade Beach,Beach,Unknown,4.5,Recreational,Yes,None,Yes,0.09,81,0,0,International,4.5
2024-03-21,March,2024,Summer,Thursday,No,Sunny,Vadodara,Gujarat,India,Western,Laxmi Vilas Palace,Palace,1890,4.6,Historical,Yes,Monday,Yes,0.17,130,194,25220,Domestic,4.6
2024-08-16,August,2024,Monsoon,Friday,No,Humid,Bijapur,Karnataka,India,Southern,Gol Gumbaz,Mausoleum,1656,4.6,Historical,No,None,Yes,0.25,108,20,2160,Domestic,4.6
2024-05-30,May,2024,Summer,Thursday,No,Hot,Ahmedabad,Gujarat,India,Western,Sabarmati Riverfront,Urban Development Project,2012,4.6,Recreational,Yes,None,Yes,0.1,259,0,0,Domestic,4.6
2024-05-12,May,2024,Summer,Sunday,Yes,Hot,Hyderabad,Telangana,India,Southern,Lumbini Park,Park,1994,4.3,Recreational,Yes,None,Yes,0.73,415,18,7470,Domestic,4.3
2023-11-22,November,2023,Autumn,Wednesday,No,Cool,Nagpur,Maharastra,India,Western,Deekshabhoomi,Monument,2001,4.6,Religious,Yes,None,Yes,0.11,256,0,0,Domestic,4.6
2025-08-28,August,2025,Monsoon,Thursday,No,Rainy,Sambalpur,Odisha,India,Eastern,Hirakud Dam,Dam,1957,4.4,Engineering Marvel,No,None,Yes,0.01,80,0,0,Domestic,4.4
2025-10-07,October,2025,Autumn,Tuesday,No,Cool,Wayanad,Kerala,India,Southern,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.7,Wildlife,No,None,Yes,2.2,2532,312,789984,Domestic,4.7
2023-04-17,April,2023,Summer,Monday,No,Partly Cloudy,Spiti Valley,Himachal Pradesh,India,Northern,Key Monastery,Monastery,1100,4.9,Religious,No,None,Yes,0.025,246,0,0,Domestic,4.9
2023-10-02,October,2023,Autumn,Monday,No,Pleasant,Srisailam,Andhra Pradesh,India,Southern,Mallikarjuna Swamy Temple,Temple,Unknown,4.6,Religious,No,None,No,0.49,155,0,0,Domestic,4.6
2023-04-17,April,2023,Summer,Monday,No,Hot,Chitrakoot,Madhya Pradesh,India,Central,Chitrakoot Falls,Waterfall,Unknown,4.5,Nature,No,None,Yes,0.1,85,0,0,Domestic,4.5
2023-05-30,May,2023,Summer,Tuesday,No,Sunny,Sarnath,Uttar Pradesh,India,Central,Dhamek Stupa,Monument,-500,4.6,Historical,Yes,None,Yes,0.065,35,5,175,Domestic,4.6
2024-08-03,August,2024,Monsoon,Saturday,Yes,Cloudy,Gandhinagar,Gujarat,India,Western,Dandi Kutir,Museum,2013,4.5,Historical,No,None,Yes,0.05,49,0,0,Domestic,4.5
2023-05-13,May,2023,Summer,Saturday,Yes,Sunny,Amarkantak,Madhya Pradesh,India,Central,Narmada Udgam Temple,Temple,1200,4.3,Religious,No,None,Yes,0.01,241,0,0,Domestic,4.3
2025-09-21,September,2025,Monsoon,Sunday,Yes,Humid,Udaipur,Rajasthan,India,Northern,Lake Pichola,Lake,1362,4.7,Nature,Yes,None,Yes,0.5,434,0,0,Domestic,4.7
2024-10-15,October,2024,Autumn,Tuesday,No,Pleasant,Murudeshwar,Karnataka,India,Southern,Murudeshwar Temple,Temple,Unknown,4.5,Religious,Yes,None,No,0.49,229,0,0,Domestic,4.5
2023-12-13,December,2023,Winter,Wednesday,No,Pleasant,Dumboor,Tripura,India,North Eastern,Dumboor Lake,Lake,Unknown,4.5,Nature,No,None,Yes,0.01,220,0,0,International,4.5
2023-12-07,December,2023,Winter,Thursday,No,Pleasant,Kochi,Kerala,India,Southern,Fort Kochi,Site,1503,4.4,Historical,Yes,None,Yes,0.1,433,0,0,Domestic,4.4
2023-03-23,March,2023,Summer,Thursday,No,Pleasant,Yercaud,Tamil Nadu,India,Southern,Yercaud Lake,Lake,Unknown,4.1,Recreational,No,None,Yes,0.019,154,0,0,Domestic,4.1
2024-04-18,April,2024,Summer,Thursday,No,Sunny,Balasore,Odisha,India,Eastern,Chandipur Beach,Beach,Unknown,4.1,Recreational,Yes,None,Yes,0.014,42,0,0,Domestic,4.1
2023-05-25,May,2023,Summer,Thursday,No,Sunny,Bijapur,Karnataka,India,Southern,Gol Gumbaz,Mausoleum,1656,4.4,Historical,No,None,Yes,0.25,125,21,2625,Domestic,4.4
2024-01-27,January,2024,Winter,Saturday,Yes,Foggy,Hyderabad,Telangana,India,Southern,Lumbini Park,Park,1994,3.9,Recreational,Yes,None,Yes,0.73,822,21,17262,International,3.9
2023-01-07,January,2023,Winter,Saturday,Yes,Cool,Coimbatore,Tamil Nadu,India,Southern,Marudamalai Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.3,475,0,0,Domestic,4.7
2024-08-01,August,2024,Monsoon,Thursday,No,Cloudy,dalhousie,Himachal Pradesh,India,Northern,Dalai Lama Temple,Temple,1959,4.9,Religious,Yes,None,No,0.15,196,0,0,Domestic,4.9
2024-12-10,December,2024,Winter,Tuesday,No,Cold,Wayanad,Kerala,India,Southern,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.5,Wildlife,No,None,Yes,2.2,2817,293,825381,Domestic,4.5
2024-05-01,May,2024,Summer,Wednesday,No,Warm,Hyderabad,Telangana,India,Southern,Salar Jung Museum,Museum,1951,4.3,Historical,Yes,None,Yes,0.67,698,22,15356,Domestic,4.3
2024-06-10,June,2024,Monsoon,Monday,No,Humid,Greater Noida,Uttar Pradesh,India,Central,Buddh International Circuit,Race Track,2011,4.5,Sports,Yes,Sunday,Yes,7.4,1351,1434,1937334,Domestic,4.5
2024-11-12,November,2024,Autumn,Tuesday,No,Pleasant,Sarnath,Uttar Pradesh,India,Central,Dhamek Stupa,Monument,-500,4.7,Historical,Yes,None,Yes,0.065,133,5,665,Domestic,4.7
2023-05-18,May,2023,Summer,Thursday,No,Warm,Lucknow,Uttar Pradesh,India,Central,Phoenix Palassio,Mall,2020,4.6,Shopping,Yes,None,Yes,0.35,238,0,0,International,4.6
2023-08-13,August,2023,Monsoon,Sunday,Yes,Rainy,Agra,Uttar Pradesh,India,Central,Taj Mahal,Mausoleum,1632,4.6,Historical,Yes,Friday,Yes,2.25,1747,54,94338,International,4.6
2024-12-02,December,2024,Winter,Monday,No,Clear,Kangra,Himachal Pradesh,India,Northern,Kangra Fort,Fort,400,4.5,Historical,Yes,None,Yes,0.1,184,155,28520,Domestic,4.5
2023-01-21,January,2023,Winter,Saturday,Yes,Foggy,Bengaluru,Karnataka,India,Southern,Orion Mall,Mall,2012,4.3,Shopping,Yes,None,Yes,1.8,1860,0,0,International,4.3
2025-10-14,October,2025,Autumn,Tuesday,No,Clear,Bandipur,Karnataka,India,Southern,Bandipur National Park,National Park,1974,4.5,Wildlife,No,None,Yes,0.15,182,278,50596,Domestic,4.5
2025-10-25,October,2025,Autumn,Saturday,Yes,Pleasant,Srisailam,Andhra Pradesh,India,Southern,Mallikarjuna Swamy Temple,Temple,Unknown,4.6,Religious,No,None,No,0.49,511,0,0,Domestic,4.6
2024-03-19,March,2024,Summer,Tuesday,No,Sunny,Bikaner,Rajasthan,India,Northern,Junagarh Fort,Fort,1589,4.3,Historical,Yes,None,Yes,0.32,118,46,5428,International,4.3
2024-04-16,April,2024,Summer,Tuesday,No,Warm,Ravangla,Sikkim,India,Eastern,Buddha Park,Park,213,4.9,Cultural,Yes,None,Yes,0.1,382,54,20628,Domestic,4.9
2023-10-12,October,2023,Autumn,Thursday,No,Pleasant,Manikaran,Himachal Pradesh,India,Northern,Manikaran Sahib,Gurudwara,1980,4.6,Religious,No,None,Yes,1.3,851,0,0,Domestic,4.6
2025-05-16,May,2025,Summer,Friday,No,Warm,McLeod Ganj,Himachal Pradesh,India,Northern,Triund Trek,Trekking,Unknown,4.7,Adventure,Yes,None,Yes,0.01,148,0,0,Domestic,4.7
2024-09-18,September,2024,Monsoon,Wednesday,No,Rainy,Kolkata,West Bengal,India,Eastern,Indian Museum,Museum,1814,4.8,Historical,Yes,Monday,Yes,0.18,245,53,12985,Domestic,4.8
2025-12-31,December,2025,Winter,Wednesday,No,Clear,Delhi,Delhi,India,Northern,Agrasen ki Baoli,Stepwell,1400,4.1,Historical,Yes,None,Yes,0.41,505,0,0,International,4.1
2024-11-15,November,2024,Autumn,Friday,No,Warm,Jalpaiguri,West Bengal,India,Eastern,Gorumara National Park,National Park,1949,4.2,Wildlife,Yes,None,Yes,0.07,204,108,22032,Domestic,4.2
2023-07-15,July,2023,Monsoon,Saturday,Yes,Rainy,Guwahati,Assam,India,North Eastern,Kamakhya Temple,Temple,Unknown,4.5,Religious,Yes,None,No,0.21,62,0,0,Domestic,4.5
2023-07-09,July,2023,Monsoon,Sunday,Yes,Humid,Fatehpur Sikri,Uttar Pradesh,India,Central,Buland Darwaza,Monument,1571,4.2,Historical,Yes,None,Yes,0.07,25,37,925,Domestic,4.2
2023-02-18,February,2023,Winter,Saturday,Yes,Cool,Nagpur,Maharastra,India,Western,Deekshabhoomi,Monument,2001,4.4,Religious,Yes,None,Yes,0.11,474,0,0,International,4.4
2023-05-09,May,2023,Summer,Tuesday,No,Warm,Sundarbans,West Bengal,India,Eastern,Sundarbans National Park,National Park,1984,4.5,Wildlife,No,None,Yes,0.065,174,62,10788,Domestic,4.5
2024-01-12,January,2024,Winter,Friday,No,Clear,Kochi,Kerala,India,Southern,Fort Kochi,Site,1503,4.4,Historical,Yes,None,Yes,0.1,141,0,0,Domestic,4.4
2024-03-05,March,2024,Summer,Tuesday,No,Hot,Delhi,Delhi,India,Northern,Chandni Chowk,Market,1700,4.3,Market,Yes,Sunday,Yes,0.25,127,0,0,Domestic,4.3
2024-06-07,June,2024,Monsoon,Friday,No,Humid,Amravati,Andhra Pradesh,India,Southern,Amaravathi Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.041,58,0,0,Domestic,4.6
2023-03-30,March,2023,Summer,Thursday,No,Humid,Goa,Goa,India,Southern,Basilica of Bom Jesus,Church,1605,4.3,Historical,Yes,None,Yes,0.59,546,0,0,International,4.3
2024-08-25,August,2024,Monsoon,Sunday,Yes,Cloudy,Delhi,Delhi,India,Northern,Garden of Five Senses,Park,2003,4.0,Botanical,Yes,None,Yes,0.23,72,32,2304,Domestic,4.0
2024-11-19,November,2024,Autumn,Tuesday,No,Cool,Bijapur,Karnataka,India,Southern,Gol Gumbaz,Mausoleum,1656,4.4,Historical,No,None,Yes,0.25,307,19,5833,Domestic,4.4
2025-08-25,August,2025,Monsoon,Monday,No,Rainy,Mumbai,Maharastra,India,Western,Essel World,Amusement Park,1986,4.3,Recreational,Yes,None,Yes,0.27,113,1191,134583,Domestic,4.3
2025-05-16,May,2025,Summer,Friday,No,Hot,Varanasi,Uttar Pradesh,India,Central,Kashi Vishwanath Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.9,698,0,0,Domestic,4.7
2025-12-06,December,2025,Winter,Saturday,Yes,Foggy,Hyderabad,Telangana,India,Southern,Chowmahalla Palace,Palace,1800,4.4,Historical,Yes,None,Yes,0.45,708,86,60888,Domestic,4.4
2025-07-18,July,2025,Monsoon,Friday,No,Humid,Unakoti,Tripura,India,North Eastern,Unakoti Rock Carvings,Rock Carvings,700,4.4,Historical,No,None,Yes,0.025,79,20,1580,Domestic,4.4
2024-03-21,March,2024,Summer,Thursday,No,Sunny,Hyderabad,Telangana,India,Southern,Charminar,Landmark,1591,4.6,Historical,Yes,Friday,Yes,2.1,1605,25,40125,International,4.6
2023-06-22,June,2023,Monsoon,Thursday,No,Cloudy,Hyderabad,Telangana,India,Southern,Inorbit Mall Cyberabad,Mall,2004,4.5,Shopping,Yes,None,Yes,1.2,1043,0,0,Domestic,4.5
2023-03-27,March,2023,Summer,Monday,No,Hot,Sawai Madhopur,Rajasthan,India,Northern,Ranthambore National Park,Wildlife Sanctuary,1980,4.5,Wildlife,No,None,Yes,0.09,122,501,61122,International,4.5
2024-06-01,June,2024,Monsoon,Saturday,Yes,Humid,Patna,Bihar,India,Eastern,Budhha Smriti Park,Park,Unknown,4.2,Cultural,Yes,None,Yes,0.31,231,10,2310,Domestic,4.2
2024-04-02,April,2024,Summer,Tuesday,No,Hot,Balasore,Odisha,India,Eastern,Chandipur Beach,Beach,Unknown,4.4,Recreational,Yes,None,Yes,0.014,84,0,0,Domestic,4.4
2025-10-18,October,2025,Autumn,Saturday,Yes,Clear,Delhi,Delhi,India,Northern,National Science Centre,Science,1992,4.2,Scientific,Yes,None,Yes,0.23,561,72,40392,Domestic,4.2
2023-08-08,August,2023,Monsoon,Tuesday,No,Cloudy,Jaipur,Rajasthan,India,Northern,Albert Hall Museum,Museum,1887,4.5,Historical,Yes,None,Yes,0.63,350,215,75250,Domestic,4.5
2023-08-06,August,2023,Monsoon,Sunday,Yes,Cloudy,Neil Island,Andaman and Nicobar Islands,India,Southern,Bharatpur Beach,Beach,Unknown,4.6,Nature,No,None,Yes,0.04,64,0,0,Domestic,4.6
2023-03-09,March,2023,Summer,Thursday,No,Warm,Somnath,Gujarat,India,Western,Somnath Temple,Temple,1951,4.8,Religious,No,None,No,0.39,262,0,0,Domestic,4.8
2024-01-10,January,2024,Winter,Wednesday,No,Pleasant,Bijapur,Karnataka,India,Southern,Gol Gumbaz,Mausoleum,1656,4.3,Historical,No,None,Yes,0.25,390,18,7020,Domestic,4.3
2024-04-11,April,2024,Summer,Thursday,No,Warm,Vrindavan,Uttar Pradesh,India,Central,Prem Mandir,Temple,2012,5.0,Religious,Yes,None,Yes,0.49,325,0,0,Domestic,5.0
2023-10-15,October,2023,Autumn,Sunday,Yes,Pleasant,Delhi,Delhi,India,Northern,Jantar Mantar,Observatory,1724,4.1,Scientific,Yes,None,Yes,0.31,477,16,7632,Domestic,4.1
2024-07-25,July,2024,Monsoon,Thursday,No,Rainy,Puducherry,Puducherry,India,Southern,Promenade Beach,Beach,Unknown,4.4,Recreational,Yes,None,Yes,0.09,19,0,0,Domestic,4.4
2024-11-20,November,2024,Autumn,Wednesday,No,Cool,Uttarkashi,Uttarakhand,India,Northern,Gangotri Temple,Temple,1751,4.7,Religious,No,None,No,0.05,108,0,0,Domestic,4.7
2025-07-10,July,2025,Monsoon,Thursday,No,Cloudy,Mumbai,Maharastra,India,Western,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,4.6,Historical,Yes,None,Yes,0.34,204,521,106284,Domestic,4.6
2025-12-12,December,2025,Winter,Friday,No,Cold,Vizianagaram,Andhra Pradesh,India,Southern,Simhachalam Temple,Temple,198,4.6,Religious,Yes,None,No,0.59,1218,0,0,Domestic,4.6
2023-08-05,August,2023,Monsoon,Saturday,Yes,Warm,Bhuj,Gujarat,India,Western,White Desert,Site,1950,4.7,Nature,Yes,None,Yes,0.12,61,0,0,International,4.7
2024-07-21,July,2024,Monsoon,Sunday,Yes,Rainy,Delhi,Delhi,India,Northern,Jantar Mantar,Observatory,1724,4.3,Scientific,Yes,None,Yes,0.31,259,14,3626,Domestic,4.3
2025-04-04,April,2025,Summer,Friday,No,Partly Cloudy,Manali,Himachal Pradesh,India,Northern,Solang Valley,Valley,Unknown,4.2,Adventure,No,None,Yes,0.05,83,0,0,Domestic,4.2
2023-02-01,February,2023,Winter,Wednesday,No,Cool,Sivasagar,Assam,India,North Eastern,Sivasagar Sivadol,Temple,1734,4.5,Historical,No,None,Yes,0.065,131,0,0,Domestic,4.5
2025-05-25,May,2025,Summer,Sunday,Yes,Partly Cloudy,Palampur,Himachal Pradesh,India,Northern,Tea Gardens,Tea Plantation,1950,4.8,Agricultural,Yes,None,Yes,0.015,93,0,0,Domestic,4.8
2025-06-06,June,2025,Monsoon,Friday,No,Humid,Ahmedabad,Gujarat,India,Western,Manek Chowk,Market,Unknown,4.6,Food,Yes,None,Yes,0.49,100,0,0,Domestic,4.6
2023-05-02,May,2023,Summer,Tuesday,No,Warm,Guntur,Andhra Pradesh,India,Southern,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,4.2,Wildlife,Yes,None,Yes,0.7,586,10,5860,Domestic,4.2
2023-08-29,August,2023,Monsoon,Tuesday,No,Humid,Delhi,Delhi,India,Northern,Agrasen ki Baoli,Stepwell,1400,4.0,Historical,Yes,None,Yes,0.41,247,0,0,Domestic,4.0
2023-11-18,November,2023,Autumn,Saturday,Yes,Cool,Aurangabad,Maharastra,India,Western,Ajanta Caves,Cave,200,4.7,Historical,Yes,Monday,Yes,0.21,137,31,4247,Domestic,4.7
2025-08-07,August,2025,Monsoon,Thursday,No,Humid,Delhi,Delhi,India,Northern,Qutub Minar,Monument,1192,4.6,Historical,Yes,None,Yes,1.37,661,32,21152,Domestic,4.6
2023-05-03,May,2023,Summer,Wednesday,No,Pleasant,Lonavala,Maharastra,India,Western,Karla Caves,Cave,200,4.6,Historical,Yes,Yes,Yes,0.27,304,26,7904,Domestic,4.6
2023-07-27,July,2023,Monsoon,Thursday,No,Cloudy,Visakhapatnam,Andhra Pradesh,India,Southern,Indira Gandhi Zoological Park,Zoo,1977,4.1,Wildlife,Yes,Monday,Yes,0.25,80,20,1600,Domestic,4.1
2023-10-20,October,2023,Autumn,Friday,No,Clear,Gurugram,Haryana,India,Northern,Ambience Mall,Mall,Unknown,4.5,Shopping,Yes,None,Yes,1.2,1120,0,0,Domestic,4.5
2023-02-15,February,2023,Winter,Wednesday,No,Snowy,Ooty,Tamil Nadu,India,Southern,Ooty Lake,Lake,1824,4.3,Recreational,Yes,None,Yes,0.61,635,11,6985,International,4.3
2023-05-02,May,2023,Summer,Tuesday,No,Sunny,Kochi,Kerala,India,Southern,Fort Kochi,Site,1503,4.6,Historical,Yes,None,Yes,0.1,131,0,0,Domestic,4.6
2023-10-06,October,2023,Autumn,Friday,No,Clear,Nashik,Maharastra,India,Western,Sula Vineyards,Vineyard,1999,4.2,Recreational,Yes,None,Yes,0.1,247,275,67925,Domestic,4.2
2023-07-18,July,2023,Monsoon,Tuesday,No,Rainy,Fatehpur Sikri,Uttar Pradesh,India,Central,Buland Darwaza,Monument,1571,4.4,Historical,Yes,None,Yes,0.07,81,42,3402,Domestic,4.4
2023-04-27,April,2023,Summer,Thursday,No,Hot,Mahabalipuram,Tamil Nadu,India,Southern,Shore Temple,Temple,Unknown,4.6,Historical,Yes,None,No,0.09,33,38,1254,Domestic,4.6
2023-11-13,November,2023,Autumn,Monday,No,Pleasant,Wayanad,Kerala,India,Southern,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.3,Wildlife,No,None,Yes,2.2,1753,323,566219,Domestic,4.3
2024-03-06,March,2024,Summer,Wednesday,No,Hot,Rishikesh,Uttarakhand,India,Northern,Laxman Jhula,Suspension Bridge,1939,4.6,Cultural,Yes,None,Yes,0.03,125,0,0,Domestic,4.6
2024-02-25,February,2024,Winter,Sunday,Yes,Pleasant,Jaipur,Rajasthan,India,Northern,Hawa Mahal,Palace,1799,4.4,Architectural,Yes,None,Yes,1.3,1339,48,64272,International,4.4
2023-10-09,October,2023,Autumn,Monday,No,Clear,Delhi,Delhi,India,Northern,National Zoological Park,Zoo,1959,4.2,Environmental,Yes,Friday,Yes,0.41,112,78,8736,International,4.2
2024-02-22,February,2024,Winter,Thursday,No,Clear,Patna,Bihar,India,Eastern,Sanjay Gandhi Biological Park,Zoo,Unknown,4.2,Wildlife,Yes,None,Yes,0.5,330,32,10560,Domestic,4.2
2024-06-26,June,2024,Monsoon,Wednesday,No,Cloudy,Kangra,Himachal Pradesh,India,Northern,Kangra Fort,Fort,400,4.4,Historical,Yes,None,Yes,0.1,97,154,14938,Domestic,4.4
2025-01-18,January,2025,Winter,Saturday,Yes,Cool,Nashik,Maharastra,India,Western,Sula Vineyards,Vineyard,1999,4.1,Recreational,Yes,None,Yes,0.1,565,286,161590,Domestic,4.1
2025-04-18,April,2025,Summer,Friday,No,Sunny,Goa,Goa,India,Southern,Miramar Beach,Beach,Unknown,4.3,Scenic,Yes,None,Yes,0.3,113,0,0,Domestic,4.3
2024-09-29,September,2024,Monsoon,Sunday,Yes,Cloudy,Baratang Island,Andaman and Nicobar Islands,India,Southern,Limestone Caves,Natural Feature,Unknown,4.3,Nature,No,None,Yes,0.015,20,246,4920,International,4.3
2024-10-06,October,2024,Autumn,Sunday,Yes,Pleasant,Nainital,Uttarakhand,India,Northern,Naini Lake,Lake,Unknown,4.2,Nature,Yes,None,Yes,0.01,150,0,0,Domestic,4.2
2025-01-25,January,2025,Winter,Saturday,Yes,Clear,Goa,Goa,India,Southern,Dr. Salim Ali Bird Santuary,Bird Sanctuary,1988,4.0,Wildlife,Yes,None,Yes,0.03,109,10,1090,Domestic,4.0
2023-03-06,March,2023,Summer,Monday,No,Pleasant,Palampur,Himachal Pradesh,India,Northern,Tea Gardens,Tea Plantation,1950,4.5,Agricultural,Yes,None,Yes,0.015,117,0,0,Domestic,4.5
2024-04-16,April,2024,Summer,Tuesday,No,Sunny,Sarnath,Uttar Pradesh,India,Central,Dhamek Stupa,Monument,-500,4.7,Historical,Yes,None,Yes,0.065,112,5,560,Domestic,4.7
2023-12-18,December,2023,Winter,Monday,No,Cold,Haridwar,Uttarakhand,India,Northern,Har Ki Pauri,Ghat,Unknown,4.3,Religious,Yes,None,Yes,0.025,260,0,0,International,4.3
2024-10-09,October,2024,Autumn,Wednesday,No,Clear,Amravati,Andhra Pradesh,India,Southern,Amaravathi Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.041,54,0,0,Domestic,4.7
2025-07-12,July,2025,Monsoon,Saturday,Yes,Cloudy,Patna,Bihar,India,Eastern,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,4.8,Religious,Yes,None,Yes,0.25,191,0,0,Domestic,4.8
2025-01-03,January,2025,Winter,Friday,No,Clear,Dwarka,Gujarat,India,Western,Dwarkadhish Temple,Temple,-400,4.7,Religious,No,None,No,0.59,575,0,0,Domestic,4.7
2025-09-15,September,2025,Monsoon,Monday,No,Cloudy,Rajahmundry,Andhra Pradesh,India,Southern,Papikondalu,Hill,Unknown,4.2,Nature,Yes,None,Yes,0.032,50,0,0,Domestic,4.2
2024-06-25,June,2024,Monsoon,Tuesday,No,Rainy,Udhampur,Jammu and Kashmir,India,Northern,Patnitop Height,Hill,Unknown,4.1,Recreational,No,None,Yes,0.01,90,0,0,International,4.1
2023-01-18,January,2023,Winter,Wednesday,No,Pleasant,Cooch Behar,West Bengal,India,Eastern,Cooch Behar Palace,Palace,1887,4.5,Historical,Yes,Friday,Yes,0.09,161,20,3220,Domestic,4.5
2025-06-08,June,2025,Monsoon,Sunday,Yes,Humid,Guwahati,Assam,India,North Eastern,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,4.4,Wildlife,Yes,None,Yes,0.037,65,486,31590,Domestic,4.4
2024-04-11,April,2024,Summer,Thursday,No,Warm,Gurugram,Haryana,India,Northern,DLF CyberHub,Commercial Complex,Unknown,4.8,Entertainment,Yes,None,Yes,0.71,651,0,0,Domestic,4.8
2023-02-12,February,2023,Winter,Sunday,Yes,Clear,Kanpur,Uttar Pradesh,India,Central,Allen Forest Zoo,Zoo,1971,4.1,Wildlife,Yes,Monday,Yes,0.21,233,139,32387,International,4.1
2024-06-02,June,2024,Monsoon,Sunday,Yes,Humid,Mathura,Uttar Pradesh,India,Central,Krishna Janmabhoomi,Temple,Unknown,4.7,Religious,Yes,None,No,0.13,223,0,0,Domestic,4.7
2025-06-08,June,2025,Monsoon,Sunday,Yes,Rainy,Kolkata,West Bengal,India,Eastern,Eden Gardens,Cricket Ground,1864,4.2,Sports,Yes,None,Yes,0.1,305,2677,816485,Domestic,4.2
2025-08-17,August,2025,Monsoon,Sunday,Yes,Rainy,Nagpur,Maharastra,India,Western,Deekshabhoomi,Monument,2001,4.4,Religious,Yes,None,Yes,0.11,298,0,0,Domestic,4.4
2025-09-03,September,2025,Monsoon,Wednesday,No,Rainy,Goa,Goa,India,Southern,Basilica of Bom Jesus,Church,1605,4.5,Historical,Yes,None,Yes,0.59,135,0,0,International,4.5
2024-03-21,March,2024,Summer,Thursday,No,Warm,Bangalore,Karnataka,India,Southern,Cubbon Park,Park,1870,4.5,Nature,Yes,None,Yes,1.32,588,0,0,International,4.5
2024-08-31,August,2024,Monsoon,Saturday,Yes,Humid,Patna,Bihar,India,Eastern,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,4.6,Religious,Yes,None,Yes,0.25,321,0,0,Domestic,4.6
2023-11-13,November,2023,Autumn,Monday,No,Clear,Khajuraho,Madhya Pradesh,India,Central,Khajuraho Group of Monuments,Temples,-850,4.9,Cultural,No,None,Yes,0.09,185,40,7400,Domestic,4.9
2023-07-05,July,2023,Monsoon,Wednesday,No,Cloudy,Murshidabad,West Bengal,India,Eastern,Hazarduari Palace,Palace,1837,4.6,Historical,Yes,Friday,Yes,0.18,170,10,1700,Domestic,4.6
2024-09-19,September,2024,Monsoon,Thursday,No,Foggy,Mussoorie,Uttarakhand,India,Northern,Kempty Falls,Waterfall,Unknown,4.3,Nature,Yes,None,Yes,0.55,252,16,4032,Domestic,4.3
2023-12-21,December,2023,Winter,Thursday,No,Clear,Goa,Goa,India,Southern,Baga Beach,Beach,Unknown,4.3,Scenic,Yes,None,Yes,0.35,579,0,0,International,4.3
2023-10-22,October,2023,Autumn,Sunday,Yes,Pleasant,Bhimbetka,Madhya Pradesh,India,Central,Bhimbetka Rock Shelters,Prehistoric Site,1958,4.8,Archaeological,No,None,Yes,0.07,79,25,1975,Domestic,4.8
2023-02-18,February,2023,Winter,Saturday,Yes,Clear,Kanha,Madhya Pradesh,India,Central,Kanha National Park,Wildlife Sanctuary,1955,4.7,Wildlife,No,None,Yes,0.1,565,109,61585,Domestic,4.7
2025-03-04,March,2025,Summer,Tuesday,No,Warm,Mahabalipuram,Tamil Nadu,India,Southern,Shore Temple,Temple,Unknown,4.7,Historical,Yes,None,No,0.09,55,40,2200,Domestic,4.7
2023-03-24,March,2023,Summer,Friday,No,Sunny,Jabalpur,Madhya Pradesh,India,Central,Dhuandhar Falls,Waterfall,Unknown,4.4,Nature,No,None,Yes,0.01,99,0,0,Domestic,4.4
2023-07-23,July,2023,Monsoon,Sunday,Yes,Cloudy,Allahabad,Uttar Pradesh,India,Central,Triveni Sangam,Confluence,Unknown,4.3,Religious,Yes,None,Yes,0.09,113,0,0,Domestic,4.3
2023-02-02,February,2023,Winter,Thursday,No,Pleasant,Goa,Goa,India,Southern,Colva Beach,Beach,Unknown,4.4,Scenic,Yes,None,Yes,0.1,388,0,0,Domestic,4.4
2025-12-25,December,2025,Winter,Thursday,No,Cool,Dwarka,Gujarat,India,Western,Dwarkadhish Temple,Temple,-400,4.8,Religious,No,None,No,0.59,593,0,0,Domestic,4.8
2024-12-31,December,2024,Winter,Tuesday,No,Clear,Auli,Uttarakhand,India,Northern,Auli Ski Resort,Ski Resort,1990,4.7,Adventure,No,None,Yes,0.01,118,0,0,Domestic,4.7
2025-05-10,May,2025,Summer,Saturday,Yes,Hot,Bhubaneswar,Odisha,India,Eastern,Lingaraj Temple,Temple,Unknown,4.5,Religious,Yes,None,No,0.35,266,0,0,Domestic,4.5
